Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"AutofillAgent::textFieldDidEndEditing",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"AutofillAgent::textFieldDidReceiveKeyDown",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,6,2,3,0,0,0,1,2,1,2,0,0,2,2,2,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"AutofillAgent::~AutofillAgent",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Base::Base",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,5,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Base::Base",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,5,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Base::Call",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,3,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Base::Call",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Base::CallSync",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,3,3,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Base::CallSync",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,3,3,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Base::~Base",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"CallDoomAllEntries",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,5,1,3,0,0,0,3,2,2,3,0,0,3,2,2,3,1,0,,,,,0,,1,0,,0.00,,,,
Function,"CanMaximize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"CanResize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CapturePageHelper::CapturePageHelper",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,3,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CapturePageHelper::CopyFromBackingStoreComplete",,,,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,1,9,3,4,2,0,0,3,2,3,4,0,0,4,2,2,2,1,1,,,,,0,,1,0,,0.22,,,,
Public Function,"CapturePageHelper::Create",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CapturePageHelper::Create",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CapturePageHelper::OnMessageReceived",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,6,0,0,0,5,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CapturePageHelper::OnSnapshot",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CapturePageHelper::SendResultFromBitmap",,,,4,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,43,4,39,8,29,1,0,0,15,6,18,22,6,0,16,4,3,4,1,4,,,,,0,,1,0,,0.03,,,,
Public Function,"CapturePageHelper::StartCapturePage",,,,3,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,3,23,4,19,1,0,0,11,6,10,13,2,0,11,4,4,4,1,3,,,,,0,,1,0,,0.04,,,,
Public Function,"CapturePageHelper::~CapturePageHelper",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeBreakpadClient::ChromeBreakpadClient",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeBreakpadClient::GetCollectStatsConsent",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeBreakpadClient::GetCrashDumpLocation",,,,1,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,1,10,4,6,2,0,0,7,2,5,6,2,0,4,2,2,2,1,0,,,,,0,,1,0,,0.20,,,,
Public Function,"ChromeBreakpadClient::IsRunningUnattended",,,,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,3,1,1,2,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.67,,,,
Public Function,"ChromeBreakpadClient::RegisterCrashKeys",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeBreakpadClient::SetClientID",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeBreakpadClient::~ChromeBreakpadClient",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"ChromeEventProcessingWindow",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,2,0,0,0,1,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"ClearHttpDiskCacheOfContext",,,,2,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,2,12,9,6,3,0,0,7,2,5,7,4,0,3,2,2,2,1,0,,,,,0,,1,0,,0.25,,,,
Function,"ClearHttpDiskCacheOnIoThread",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,8,5,2,0,0,0,1,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"ClearOnExitPolicy",0,5,0,8,33,6,1,1,2,1,5,0,5,0,1,4,0,,0,0,,,,,5,1,1,0,0,5,5,0,0,1,0,4,,47,8,33,21,8,6,0,0,,,,14,10,0,4,,,,,,4,4,4,1,,1,,,100,0.18,7,7,8,4
Public Function,"ClearOnExitPolicy::ClearOnExitPolicy",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,3,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ClearOnExitPolicy::HasClearOnExitOrigins",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,3,1,1,1,0,0,1,1,1,2,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ClearOnExitPolicy::ShouldClearOriginOnExit",,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,2,10,6,6,0,0,0,4,2,5,6,3,0,3,4,4,4,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ClearOnExitPolicy::~ClearOnExitPolicy",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Clipboard::Call",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,14,3,9,0,0,0,4,3,6,8,1,0,7,3,3,3,1,2,,,,,0,,1,0,,0.00,,,,
Public Function,"Clipboard::CallSync",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,10,3,5,0,0,0,3,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"Clipboard::Clear",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,2,0,0,0,2,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Clipboard::Clipboard",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,4,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Clipboard::Clipboard",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,4,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Clipboard::GetText",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,3,3,0,0,0,4,1,4,4,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Clipboard::SetText",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,1,5,0,0,0,6,1,4,4,0,0,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Clipboard::~Clipboard",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"Close",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"ColorChooserDialog",0,6,0,9,72,21,1,1,1,1,6,0,6,0,3,6,0,,0,1,,,,,11,3,2,0,1,11,11,2,0,2,0,9,,102,9,72,35,24,21,0,0,,,,39,19,0,20,,,,,,3,3,3,1,,1,,,93,0.29,9,9,10,7
Public Function,"ColorChooserDialog::ColorChooserDialog",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,0,11,6,4,0,0,0,8,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ColorChooserDialog::ColorChooserDialog",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,11,6,4,0,0,0,1,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ColorChooserDialog::CopyCustomColors",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ColorChooserDialog::DidCloseDialog",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,0,11,3,7,0,0,0,4,3,5,7,0,0,7,3,3,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ColorChooserDialog::ExecuteOpen",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,0,13,3,10,0,0,0,11,1,9,9,2,0,7,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Struct,"ColorChooserDialog::ExecuteOpenParams",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,1,3,0,0,3,1,1,0,0,0,0,1,,6,0,6,5,0,0,0,0,,,,4,4,0,0,,,,,,0,0,0,0,,0,,,100,0.00,0,0,0,0
Public Const Function,"ColorChooserDialog::IsRunning",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,2,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ColorChooserDialog::ListenerDestroyed",,,,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,3,1,1,2,0,0,0,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.67,,,,
Public Function,"ColorChooserDialog::~ColorChooserDialog",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"ColorChooserGtk",0,9,0,7,92,3,1,1,1,1,9,0,9,0,1,3,0,,1,1,,,,,10,2,2,0,0,11,11,0,0,3,0,8,,102,7,92,32,51,3,0,0,,,,58,19,0,39,,,,,,2,2,2,1,,1,,,63,0.03,13,13,13,8
Public Function,"ColorChooserGtk::ColorChooserGtk",,,,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,0,28,7,21,0,0,0,16,1,16,16,4,0,12,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"ColorChooserGtk::End",,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,5,1,3,0,0,0,1,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ColorChooserGtk::OnColorChooserCancel",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ColorChooserGtk::OnColorChooserDestroy",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,5,0,0,0,4,2,4,5,0,0,5,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"ColorChooserGtk::OnColorChooserOk",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,11,3,7,0,0,0,6,2,7,8,2,0,6,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Static Function,"ColorChooserGtk::Open",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,8,2,5,0,0,0,5,2,4,5,0,0,5,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Virtual Function,"ColorChooserGtk::SetSelectedColor",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,1,11,3,8,0,0,0,5,2,7,8,2,0,6,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Virtual Function,"ColorChooserGtk::~ColorChooserGtk",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Class,"ColorChooserWin",0,4,0,6,49,6,1,1,1,1,5,0,4,0,2,3,0,,1,1,,,,,6,2,2,0,0,7,7,0,0,0,0,7,,61,6,49,23,18,6,0,0,,,,25,11,0,14,,,,,,3,3,3,1,,1,,,61,0.12,11,11,11,7
Public Function,"ColorChooserWin::ColorChooserWin",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,9,5,5,0,0,0,8,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"ColorChooserWin::End",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"ColorChooserWin::OnColorChooserDialogClosed",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,10,1,7,0,0,0,6,4,5,7,0,0,7,3,3,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Virtual Function,"ColorChooserWin::OnColorChosen",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,0,0,1,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Static Function,"ColorChooserWin::Open",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,2,3,0,0,0,3,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Virtual Function,"ColorChooserWin::SetSelectedColor",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ColorChooserWin::~ColorChooserWin",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Function,"CookieAPIContext",,,,3,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,3,19,6,14,0,0,0,12,2,11,12,3,0,9,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"CrashDumpTask",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1,10,1,8,0,0,0,2,2,7,8,0,0,8,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
